Color,Count,Percentage,Year
#000000,131,34.748010610079575,2013
#ffffff,100,26.525198938992045,2013
#010101,22,5.835543766578249,2013
#040404,6,1.5915119363395225,2013
#000002,5,1.3262599469496021,2013
#020202,5,1.3262599469496021,2013
#fefefe,4,1.0610079575596816,2013
#070506,2,0.5305039787798408,2013
#fdfdfd,2,0.5305039787798408,2013
#0c0c0c,2,0.5305039787798408,2013
#0d0d0d,2,0.5305039787798408,2013
#010103,2,0.5305039787798408,2013
#010206,2,0.5305039787798408,2013
#0b0b0b,2,0.5305039787798408,2013
#050608,2,0.5305039787798408,2013
#fbfbfb,2,0.5305039787798408,2013
#090909,2,0.5305039787798408,2013
#050505,2,0.5305039787798408,2013
#f7f9f8,1,0.2652519893899204,2013
#ecd49c,1,0.2652519893899204,2013
#c6c2bf,1,0.2652519893899204,2013
#010005,1,0.2652519893899204,2013
#6b8592,1,0.2652519893899204,2013
#963620,1,0.2652519893899204,2013
#171717,1,0.2652519893899204,2013
#b8d6f0,1,0.2652519893899204,2013
#e9f6ff,1,0.2652519893899204,2013
#f9fbf8,1,0.2652519893899204,2013
#f6f6ea,1,0.2652519893899204,2013
#2094e6,1,0.2652519893899204,2013
#080d11,1,0.2652519893899204,2013
#010a81,1,0.2652519893899204,2013
#fbfbf9,1,0.2652519893899204,2013
#f4f6f3,1,0.2652519893899204,2013
#140107,1,0.2652519893899204,2013
#090a0f,1,0.2652519893899204,2013
#02222f,1,0.2652519893899204,2013
#0a0000,1,0.2652519893899204,2013
#5f7279,1,0.2652519893899204,2013
#050414,1,0.2652519893899204,2013
#f9f7d5,1,0.2652519893899204,2013
#040000,1,0.2652519893899204,2013
#0c2029,1,0.2652519893899204,2013
#6bcdfe,1,0.2652519893899204,2013
#e1eaf3,1,0.2652519893899204,2013
#f3f3f3,1,0.2652519893899204,2013
#1160af,1,0.2652519893899204,2013
#3f887f,1,0.2652519893899204,2013
#97ccec,1,0.2652519893899204,2013
#0180a9,1,0.2652519893899204,2013
#191512,1,0.2652519893899204,2013
#fec106,1,0.2652519893899204,2013
#f6f6f6,1,0.2652519893899204,2013
#ebeff0,1,0.2652519893899204,2013
#b52a31,1,0.2652519893899204,2013
#080300,1,0.2652519893899204,2013
#b1cddb,1,0.2652519893899204,2013
#033d51,1,0.2652519893899204,2013
#fffdf0,1,0.2652519893899204,2013
#040203,1,0.2652519893899204,2013
#315a98,1,0.2652519893899204,2013
#fff9ed,1,0.2652519893899204,2013
#fcff28,1,0.2652519893899204,2013
#0a0911,1,0.2652519893899204,2013
#0a0a08,1,0.2652519893899204,2013
#101916,1,0.2652519893899204,2013
#2e1b14,1,0.2652519893899204,2013
#0b0b13,1,0.2652519893899204,2013
#dadde2,1,0.2652519893899204,2013
#0a0b10,1,0.2652519893899204,2013
#070707,1,0.2652519893899204,2013
#fefefc,1,0.2652519893899204,2013
#db0e87,1,0.2652519893899204,2013
#221512,1,0.2652519893899204,2013
#e1e2e4,1,0.2652519893899204,2013
#151320,1,0.2652519893899204,2013
#131313,1,0.2652519893899204,2013
#687b67,1,0.2652519893899204,2013
#1e2329,1,0.2652519893899204,2013
#3d3136,1,0.2652519893899204,2013
#ccd8c0,1,0.2652519893899204,2013
#272b2e,1,0.2652519893899204,2013
#061033,1,0.2652519893899204,2013
#dae0e0,1,0.2652519893899204,2013
#443b34,1,0.2652519893899204,2013
#eff0f4,1,0.2652519893899204,2013
#ff0004,1,0.2652519893899204,2013
#0f0f11,1,0.2652519893899204,2013
#050100,1,0.2652519893899204,2013
#201b18,1,0.2652519893899204,2013
#03080e,1,0.2652519893899204,2013
#010204,1,0.2652519893899204,2013
#0a1119,1,0.2652519893899204,2013
#e62d2a,1,0.2652519893899204,2013
#2e2d32,1,0.2652519893899204,2013
#09070c,1,0.2652519893899204,2013
#e7e119,1,0.2652519893899204,2013
#f8f7f2,1,0.2652519893899204,2013
#efe2dc,1,0.2652519893899204,2013
#fbdb0c,1,0.2652519893899204,2013
