Color,Count,Percentage,Year
#000000,125,36.65689149560117,2012
#ffffff,90,26.392961876832842,2012
#010101,16,4.69208211143695,2012
#040404,4,1.1730205278592376,2012
#fefefe,3,0.8797653958944283,2012
#030303,3,0.8797653958944283,2012
#060709,2,0.5865102639296188,2012
#fbfbfb,2,0.5865102639296188,2012
#010103,2,0.5865102639296188,2012
#0e0e0e,2,0.5865102639296188,2012
#000002,2,0.5865102639296188,2012
#0c0c0c,2,0.5865102639296188,2012
#020001,1,0.2932551319648094,2012
#0d0000,1,0.2932551319648094,2012
#241c19,1,0.2932551319648094,2012
#fdfcf7,1,0.2932551319648094,2012
#d9ee39,1,0.2932551319648094,2012
#dfdfdf,1,0.2932551319648094,2012
#211917,1,0.2932551319648094,2012
#eae7e0,1,0.2932551319648094,2012
#040001,1,0.2932551319648094,2012
#446aef,1,0.2932551319648094,2012
#fbffff,1,0.2932551319648094,2012
#12000c,1,0.2932551319648094,2012
#0c0402,1,0.2932551319648094,2012
#e9f0f6,1,0.2932551319648094,2012
#0e0c0d,1,0.2932551319648094,2012
#d1d2d4,1,0.2932551319648094,2012
#fdfeff,1,0.2932551319648094,2012
#100c09,1,0.2932551319648094,2012
#e5e4e2,1,0.2932551319648094,2012
#030b18,1,0.2932551319648094,2012
#044e83,1,0.2932551319648094,2012
#292421,1,0.2932551319648094,2012
#000004,1,0.2932551319648094,2012
#43502f,1,0.2932551319648094,2012
#c0e7f6,1,0.2932551319648094,2012
#f0f0e6,1,0.2932551319648094,2012
#fbdeb6,1,0.2932551319648094,2012
#070707,1,0.2932551319648094,2012
#000130,1,0.2932551319648094,2012
#020a14,1,0.2932551319648094,2012
#160a0e,1,0.2932551319648094,2012
#222430,1,0.2932551319648094,2012
#e2000c,1,0.2932551319648094,2012
#042159,1,0.2932551319648094,2012
#0c0d12,1,0.2932551319648094,2012
#e7dec1,1,0.2932551319648094,2012
#a98cc3,1,0.2932551319648094,2012
#2e2f31,1,0.2932551319648094,2012
#04162c,1,0.2932551319648094,2012
#fefffa,1,0.2932551319648094,2012
#010b26,1,0.2932551319648094,2012
#928558,1,0.2932551319648094,2012
#0f0c07,1,0.2932551319648094,2012
#c3db9d,1,0.2932551319648094,2012
#4b230f,1,0.2932551319648094,2012
#ed1b24,1,0.2932551319648094,2012
#140d14,1,0.2932551319648094,2012
#1b0c09,1,0.2932551319648094,2012
#040301,1,0.2932551319648094,2012
#0d0502,1,0.2932551319648094,2012
#fd4c1a,1,0.2932551319648094,2012
#fcfbf8,1,0.2932551319648094,2012
#1a1210,1,0.2932551319648094,2012
#b9a992,1,0.2932551319648094,2012
#00b7d1,1,0.2932551319648094,2012
#fef127,1,0.2932551319648094,2012
#2a2f32,1,0.2932551319648094,2012
#161603,1,0.2932551319648094,2012
#03030b,1,0.2932551319648094,2012
#030212,1,0.2932551319648094,2012
#222021,1,0.2932551319648094,2012
#90d0f4,1,0.2932551319648094,2012
#393d3e,1,0.2932551319648094,2012
#040507,1,0.2932551319648094,2012
#fcd800,1,0.2932551319648094,2012
#f4f8fb,1,0.2932551319648094,2012
#000101,1,0.2932551319648094,2012
#0d0e20,1,0.2932551319648094,2012
#149cf7,1,0.2932551319648094,2012
#51562e,1,0.2932551319648094,2012
#0b090a,1,0.2932551319648094,2012
#e00c09,1,0.2932551319648094,2012
#23170f,1,0.2932551319648094,2012
#213318,1,0.2932551319648094,2012
#050f19,1,0.2932551319648094,2012
#090915,1,0.2932551319648094,2012
#f7f9f8,1,0.2932551319648094,2012
#efead7,1,0.2932551319648094,2012
#02babc,1,0.2932551319648094,2012
#171719,1,0.2932551319648094,2012
#0a0404,1,0.2932551319648094,2012
#fefef6,1,0.2932551319648094,2012
#fef8e2,1,0.2932551319648094,2012
#4a2802,1,0.2932551319648094,2012
#1d2f47,1,0.2932551319648094,2012
#2c2723,1,0.2932551319648094,2012
#e6202d,1,0.2932551319648094,2012
#010106,1,0.2932551319648094,2012
