Color,Count,Percentage,Year
#000000,132,25.680933852140075,2024
#ffffff,100,19.45525291828794,2024
#010101,26,5.058365758754864,2024
#040404,14,2.7237354085603114,2024
#030303,10,1.9455252918287937,2024
#010103,10,1.9455252918287937,2024
#010302,6,1.1673151750972763,2024
#050505,6,1.1673151750972763,2024
#fefefe,4,0.7782101167315175,2024
#080808,4,0.7782101167315175,2024
#110101,4,0.7782101167315175,2024
#070705,4,0.7782101167315175,2024
#020202,4,0.7782101167315175,2024
#030504,4,0.7782101167315175,2024
#fefbf6,4,0.7782101167315175,2024
#0c0c0c,4,0.7782101167315175,2024
#010005,4,0.7782101167315175,2024
#020001,4,0.7782101167315175,2024
#02070d,4,0.7782101167315175,2024
#040509,4,0.7782101167315175,2024
#09080d,4,0.7782101167315175,2024
#281215,2,0.38910505836575876,2024
#060b0e,2,0.38910505836575876,2024
#020307,2,0.38910505836575876,2024
#111518,2,0.38910505836575876,2024
#aaa9ae,2,0.38910505836575876,2024
#151c26,2,0.38910505836575876,2024
#f9e9b8,2,0.38910505836575876,2024
#f7f8f0,2,0.38910505836575876,2024
#535d55,2,0.38910505836575876,2024
#82663f,2,0.38910505836575876,2024
#091008,2,0.38910505836575876,2024
#11110f,2,0.38910505836575876,2024
#ff2998,2,0.38910505836575876,2024
#000700,2,0.38910505836575876,2024
#0e0e0e,2,0.38910505836575876,2024
#c70f0d,2,0.38910505836575876,2024
#fafafa,2,0.38910505836575876,2024
#15151d,2,0.38910505836575876,2024
#a99a7d,2,0.38910505836575876,2024
#040402,2,0.38910505836575876,2024
#081e2c,2,0.38910505836575876,2024
#7e4e9a,2,0.38910505836575876,2024
#e092a0,2,0.38910505836575876,2024
#ededef,2,0.38910505836575876,2024
#262427,2,0.38910505836575876,2024
#d0cdc6,2,0.38910505836575876,2024
#000509,2,0.38910505836575876,2024
#f6d804,2,0.38910505836575876,2024
#070915,2,0.38910505836575876,2024
#0e0d12,2,0.38910505836575876,2024
#406e6e,2,0.38910505836575876,2024
#2e364d,2,0.38910505836575876,2024
#1a1b16,2,0.38910505836575876,2024
#0b1121,2,0.38910505836575876,2024
#1b2236,2,0.38910505836575876,2024
#e7debd,2,0.38910505836575876,2024
#000403,2,0.38910505836575876,2024
#01e6fd,2,0.38910505836575876,2024
#ffdce3,2,0.38910505836575876,2024
#89cbc1,2,0.38910505836575876,2024
#b06a86,2,0.38910505836575876,2024
#2d1a0c,2,0.38910505836575876,2024
#1d3446,2,0.38910505836575876,2024
#050112,2,0.38910505836575876,2024
#84a39e,2,0.38910505836575876,2024
#7c0102,2,0.38910505836575876,2024
#327375,2,0.38910505836575876,2024
#75b8ef,2,0.38910505836575876,2024
#b6b9b2,2,0.38910505836575876,2024
#05110f,2,0.38910505836575876,2024
#15141a,2,0.38910505836575876,2024
#400000,2,0.38910505836575876,2024
#181818,2,0.38910505836575876,2024
#1f2024,2,0.38910505836575876,2024
#1b1c1e,2,0.38910505836575876,2024
#00030c,2,0.38910505836575876,2024
#0b2e4e,2,0.38910505836575876,2024
#0b0720,2,0.38910505836575876,2024
#130f0c,2,0.38910505836575876,2024
#4facbe,2,0.38910505836575876,2024
#ad0101,2,0.38910505836575876,2024
#f6cc21,2,0.38910505836575876,2024
#0f0802,2,0.38910505836575876,2024
#61120b,2,0.38910505836575876,2024
#eae7e0,2,0.38910505836575876,2024
#1c1616,2,0.38910505836575876,2024
#070508,2,0.38910505836575876,2024
#010818,2,0.38910505836575876,2024
#d9b8a5,2,0.38910505836575876,2024
#eeeeec,2,0.38910505836575876,2024
#cd0102,2,0.38910505836575876,2024
#eaeef1,2,0.38910505836575876,2024
#222222,2,0.38910505836575876,2024
#0a0e27,2,0.38910505836575876,2024
#b9d5d8,2,0.38910505836575876,2024
#050400,2,0.38910505836575876,2024
#366028,2,0.38910505836575876,2024
#f9f3f3,2,0.38910505836575876,2024
#0a0907,2,0.38910505836575876,2024
